accession,title,projectDescription,submissionDate,publicationDate,doi,license,countries,keywords,projectTags,totalFileDownloads,submitters,labPIs,references,identifiedPTMStrings,organisms
PXD001326,Proteome profiling of breast cancer biopsies reveals a wound healing signature of cancer-associated fibroblasts - bulk tumor tissue,"Breast cancer is still the most common type of cancer in women; an important role in carcinogenesis is actually attributed to cancer-associated fibroblasts. In this study we investigated whether it is possible to assess the functional state of cancer-associated fibroblasts through tumor tissue proteome profiling. Tissue proteomics was performed on tumor-central, tumor-near and tumor-distant biopsy sections from breast adenocarcinoma patients, which allowed us to identify 2074 proteins. Data were interpreted referring to reference proteome profiles generated from primary human mammary fibroblasts comprising 4095 proteins. These cells were analyzed in quiescent cell state, as well as after in vitro treatment with TGFβ or IL-1β, stimulating wound healing or inflammatory processes, respectively. Representative for cancer cells, we investigated the mammary carcinoma cell line ZR-75-1, identifying 5212 proteins. Comparison of tissue proteomics data with all those reference profiles revealed predominance of cancer cell-derived proteins within the tumor and fibroblast-derived proteins in the tumor-distant tissue sections. Remarkably, proteins characteristic for acute inflammation were hardly identified in the tissue samples. In contrast, several proteins found by us to be induced by TGFβ in mammary fibroblasts, including fibulin-5, SLC2A1 and MUC18, were positively identified in all tissue samples, with relatively higher abundance in tumor neighboring tissue sections. These findings indicate a predominance of cancer-associated fibroblasts with wound healing activities localized around tumors.",2014-09-16,2014-09-23,10.6019/PXD001326,EBI terms of use,Austria,Comparative proteome profiling; Tissue proteomics.; Cancer-associated fibroblasts; Primary human cells; Breast cancer; Label-free quantification,Biological; Breast cancer,1116,"{'title': 'Professor', 'firstName': 'Christopher', 'lastName': 'Gerner', 'identifier': '10380100', 'affiliation': 'University of Vienna', 'email': 'christopher.gerner@univie.ac.at', 'country': 'Austria', 'orcid': '0000-0003-4964-0642', 'name': 'Christopher Gerner', 'id': '10380100'}","{'title': 'Dr', 'firstName': 'Christopher', 'lastName': 'Gerner', 'identifier': '9390100', 'affiliation': 'University of Vienna, Faculty of Chemistry, Department of Analytical Chemistry', 'email': 'christopher.gerner@univie.ac.at', 'country': '', 'orcid': '', 'name': 'Christopher Gerner', 'id': '9390100'}","{'referenceLine': 'Groessl M, Slany A, Bileck A, Gloessmann K, Kreutz D, Jäger W, Pfeiler G, Gerner C. Proteome profiling of breast cancer biopsies reveals a wound healing signature of cancer-associated fibroblasts. J Proteome Res. 2014 Sep 19', 'pubmedID': 25238572}","{'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:4', 'name': 'Carbamidomethyl', 'value': ''}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:35', 'name': 'Oxidation', 'value': ''}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:1', 'name': 'Acetyl', 'value': ''}","{'@type': 'CvParam', 'cvLabel': 'NEWT', 'accession': '9606', 'name': 'Homo sapiens (human)', 'value': ''}"
PXD002655,Proteomics of Pseudomonas putida BIRD-1,"Understanding Butanol Tolerance and Assimilation in Pseudomonas putida BIRD-1, analysis of proteins associated to membranes",2015-08-03,2018-10-24,10.6019/PXD002655,EBI terms of use,France,Shotgun proteomics; butanol tolerance; butanol metabolism; ms/ms,Biological,685,"{'title': 'Dr', 'firstName': 'Jean', 'lastName': 'ARMENGAUD', 'identifier': '720123', 'affiliation': 'Li2D', 'email': 'jean.armengaud@cea.fr', 'country': 'France', 'orcid': '0000-0003-1589-445X', 'name': 'Jean ARMENGAUD', 'id': '720123'}","{'title': 'Dr', 'firstName': 'Jean', 'lastName': 'Armengaud', 'identifier': '27550100', 'affiliation': 'CEA-Marcoule, DSV-Li2D, 30207 Bagnols-sur-Cèze, France', 'email': 'jean.armengaud@cea.fr', 'country': '', 'orcid': '', 'name': 'Jean Armengaud', 'id': '27550100'}","{'referenceLine': 'Cuenca Mdel S, Roca A, Molina-Santiago C, Duque E, Armengaud J, Gómez-Garcia MR, Ramos JL. Understanding butanol tolerance and assimilation in Pseudomonas putida BIRD-1: an integrated omics approach. Microb Biotechnol. 2016 9(1):100-115', 'pubmedID': 26986205, 'doi': '10.1111/1751-7915.12328'}","{'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:4', 'name': 'Carbamidomethyl', 'value': ''}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:35', 'name': 'Oxidation', 'value': ''}","{'@type': 'CvParam', 'cvLabel': 'NEWT', 'accession': '931281', 'name': 'Pseudomonas putida (strain bird-1)', 'value': ''}"
PXD013300,"Systematic Discovery of Deeply Conserved Plant Protein Complexes, Wheat Germ.",The associated files are mass spec data from Size exclusion or Ion exchange chromatography fractions of soluble native wheat germ extract (Triticum aestivum).,2019-03-29,2019-10-28,10.6019/PXD013300,Creative Commons Public Domain (CC0),United States,Triticum aestivum; Ion exchange; Size exclusion; Wheat germ; Cf-ms,,2539,"{'title': 'Dr', 'firstName': 'Ophelia', 'lastName': 'Papoulas', 'identifier': '45150114', 'affiliation': 'University of Texas at Austin', 'email': 'papoulas@austin.utexas.edu', 'country': 'United States', 'orcid': '', 'name': 'Ophelia Papoulas', 'id': '45150114'}","{'title': 'Dr', 'firstName': 'Edward M.', 'lastName': 'Marcotte', 'identifier': '139120100', 'affiliation': 'Molecular Biosciences and the Center for Systems and Synthetic Biology, The University of Texas at Austin, Austin, TX, USA', 'email': 'marcotte@austin.utexas.edu', 'country': '', 'orcid': '', 'name': 'Edward M. Marcotte', 'id': '139120100'}","{'referenceLine': 'McWhite CD, Papoulas O, Drew K, Cox RM, June V, Dong OX, Kwon T, Wan C, Salmi ML, Roux SJ, Browning KS, Chen ZJ, Ronald PC, Marcotte EM. A pan-plant protein complex map reveals deep conservation and novel assemblies null. 2019', 'pubmedID': 0, 'doi': '10.1101/815837'}","{'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:4', 'name': 'Carbamidomethyl', 'value': ''}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:35', 'name': 'Oxidation', 'value': ''}","{'@type': 'CvParam', 'cvLabel': 'NEWT', 'accession': '4565', 'name': 'Triticum aestivum (wheat)', 'value': ''}"
PXD000012,Resveratrol-induced changes of the human adipocyte secretion profile.,"Enlarged white adipose tissue (WAT) is a feature of obesity and leads to changes in its paracrine and endocrine function. Dysfunction of WAT cells is associated with obesity associated disorders like type 2 diabetes and cardiovascular diseases. Resveratrol (RSV) a natural polyphenolic compound mimics beneficial effects of calorie restriction. As such, RSV seems a promising therapeutic target for obesity-associated disorders. The effect of RSV on the human adipokine profile is still elusive. Therefore, a proteomic study together with bioinformatical analysis was performed to investigate the effect of RSV on the secretion profile of mature human Simpson-Golabi-Behmel syndrome (SGBS) adipocytes. RSV incubation resulted in elevated basal glycerol release and reduced intracellular TG content. This increased intracellular lipolysis was accompanied by profound changes in the adipocyte secretion profile. Extracellular matrix proteins were down-regulated while processing proteins were mostly up-regulated after RSV treatment. Interestingly, RSV induced secretion of proteins protective against cellular stress and proteins involved in the regulation of apoptosis. Furthermore, we found a RSV-induced up-regulation of adiponectin and ApoE accompanied by a down-regulation of PAI-1 and PEDF secretion which may improve anti-inflammatory processes and increased insulin sensitivity. These effects are beneficial to alleviate obesity-induced metabolic complications. In addition, two novel RSV-regulated adipocyte-secreted proteins were identified.",2012-08-03,2012-08-31,10.6019/PXD000012,EBI terms of use,Belgium,Lipolysis; Adipokines; 2-de lc-ms/ms; Human adipocytes; Rsv,,5675,"{'title': 'UNKNOWN', 'firstName': 'Jean-Paul', 'lastName': 'Noben', 'identifier': '710121', 'affiliation': 'FBI', 'email': 'jeanpaul.noben@uhasselt.be', 'country': 'Belgium', 'orcid': '', 'name': 'Jean-Paul Noben', 'id': '710121'}","{'title': 'Dr', 'firstName': 'Jean-Paul', 'lastName': 'Noben', 'identifier': '3017625', 'affiliation': 'FBI', 'email': 'jeanpaul.noben@uhasselt.be', 'country': '', 'orcid': '', 'name': 'Jean-Paul Noben', 'id': '3017625'}","{'referenceLine': 'Rosenow A, Noben JP, Jocken J, Kallendrusch S, Fischer-Posovszky P, Mariman EC, Renes J; Resveratrol-induced changes of the human adipocyte secretion profile., J Proteome Res, 2012 Sep 7, 11, 9, 4733-43, ', 'pubmedID': 22905912, 'doi': '10.1021/pr300539b'}","{'@type': 'CvParam', 'cvLabel': 'MOD', 'accession': 'MOD:00425', 'name': 'monohydroxylated residue', 'value': '15.994915'}; {'@type': 'CvParam', 'cvLabel': 'MOD', 'accession': 'MOD:01214', 'name': 'iodoacetamide - site C', 'value': '57.021464'}","{'@type': 'CvParam', 'cvLabel': 'NEWT', 'accession': '9606', 'name': 'Homo sapiens (human)'}"
PXD001344,Inactivation of a NB-LRR plant immune-effector complex by post-translational modification,"Modification of plant immune complexes by pathogen effectors can trigger strong immune responses mediated by the action of nucleotide binding-leucine rich repeat immune receptors. Although some strains of the pathogen Pseudomonas syringae harbor effectors that individually can trigger immunity, the plant’s response may be suppressed by other virulence factors. This work shows a new strategy for immune suppression. After injection into host cells, the suppressing effector binds to and acetylates multiple members of an immune complex, including another effector that on its own can trigger immunity. Acetylations modify serine, threonine, lysine and/or histidine residues in the targets resulting in the inactivation of the whole immune complex and increased growth of the pathogen.",2014-09-18,2016-05-04,10.6019/PXD001344,EBI terms of use,United States,Mass spectrometry; Arabidopsis thaliana; Q-exactive; Pseudomonas syringae; Acetylation,Biological,1923,"{'title': 'Mr', 'firstName': 'Donald', 'lastName': 'Wolfgeher', 'identifier': '10380101', 'affiliation': 'University of Chicago', 'email': 'donw@uchicago.edu', 'country': 'United States', 'orcid': '0000-0002-8960-338X', 'name': 'Donald Wolfgeher', 'id': '10380101'}","{'title': 'Dr', 'firstName': 'Jean T.', 'lastName': 'Greenberg', 'identifier': '9600100', 'affiliation': 'Department of Molecular Genetics and Cell Biology, University of Chicago, Chicago, IL, 60637, USA', 'email': 'jgreenbe@uchicago.edu', 'country': '', 'orcid': '', 'name': 'Jean T. Greenberg', 'id': '9600100'}","{'referenceLine': 'Lee J, Manning AJ, Wolfgeher D, Jelenska J, Cavanaugh KA, Xu H, Fernandez SM, Michelmore RW, Kron SJ, Greenberg JT. Acetylation of an NB-LRR Plant Immune-Effector Complex Suppresses Immunity. Cell Rep. 2015 Nov 24;13(8):1670-82', 'pubmedID': 26586425, 'doi': '10.1016/j.celrep.2015.10.029'}","{'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:327', 'name': 'Delta:H(4)C(2)O(-1)S(1)'}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:385', 'name': 'Ammonia-loss'}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:122', 'name': 'Formyl'}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:21', 'name': 'Phospho'}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:23', 'name': 'Dehydrated'}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:278', 'name': 'Ethanolyl'}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:4', 'name': 'Carbamidomethyl'}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:35', 'name': 'Oxidation'}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:1', 'name': 'Acetyl'}","{'@type': 'CvParam', 'cvLabel': 'NEWT', 'accession': '3702', 'name': 'Arabidopsis thaliana (mouse-ear cress)'}; {'@type': 'CvParam', 'cvLabel': 'NEWT', 'accession': '317', 'name': 'Pseudomonas syringae'}"
PXD001340,PIP4kγ is a substrate for mTORC1,"Phosphatidylinositol-5-phosphate 4-kinases (PIP4ks) are a family of lipid kinases that specifically use PI-5-P as a substrate to synthesize PI-4,5-P2. Suppression of PIP4k function in Drosophila results in smaller cells and reduced target of rapamycin complex 1 (TORC1) signaling. We showed that the γ isoform of PIP4k stimulated signaling through mammalian TORC1 (mTORC1). Knockdown of PIP4kγ reduced cell mass in cells in which mTORC1 is constitutively activated by Tsc2 deficiency. In Tsc2 null cells mTORC1 activation was partially independent of amino acids or glucose and glutamine. PIP4kγ knockdown inhibited the nutrient-independent activation of mTORC1 in Tsc2 knockdown cells and reduced basal mTORC1 signaling in wild-type cells. PIP4kγ was phosphorylated by mTORC1 and associated with the complex. Phosphorylated PIP4kγ was enriched in light microsomal vesicles, whereas the unphosphorylated form was enriched in heavy microsomal vesicles associated with the Golgi. Furthermore, basal mTORC1 signaling was enhanced by overexpression of an unphosphorylated wild-type PIP4kγ and phosphorylation-defective mutant and decreased by overexpression of a phosphorylation mimetic mutant. Together these results demonstrate that PIP4kγ and mTORC1 interact in a self-regulated feedback loop to maintain low and tightly regulated mTORC1 activation during starvation.",2014-09-18,2016-05-04,10.6019/PXD001340,EBI terms of use,,Mtorc1; Phossphatidylinositol-5-phosphate 4-kinase; Pip4kγ; Phosphoinositide; Pip4k,Biological; Biomedical,123,"{'title': 'Mrs', 'firstName': 'Deborah', 'lastName': 'Sarkes', 'identifier': '10490114', 'affiliation': 'BBRI', 'email': 'dasark1@yahoo.com', 'country': '', 'orcid': '', 'name': 'Deborah Sarkes', 'id': '10490114'}","{'title': 'Dr', 'firstName': 'Lucia E.', 'lastName': 'Rameh', 'identifier': '9560100', 'affiliation': 'Boston University School of Medicine Department of Medicine Boston, MA  02118 USA', 'email': 'rameh@bu.edu', 'country': '', 'orcid': '', 'name': 'Lucia E. Rameh', 'id': '9560100'}","{'referenceLine': 'Mackey AM, Sarkes DA, Bettencourt I, Asara JM, Rameh LE. PIP4kγ is a substrate for mTORC1 that maintains basal mTORC1 signaling during starvation. Sci Signal. 2014 Nov 4;7(350):ra104', 'pubmedID': 25372051, 'doi': '10.1126/scisignal.2005191'}","{'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:21', 'name': 'Phospho'}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:4', 'name': 'Carbamidomethyl'}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:35', 'name': 'Oxidation'}","{'@type': 'CvParam', 'cvLabel': 'NEWT', 'accession': '10116', 'name': 'Rattus norvegicus (rat)'}"
PXD002673,The challenge of identifying tuberculosis proteins in archaeological tissues,"Following the report of Mycobacterium tuberculosis proteins derived from archaeological bone by Boros-Major et al. (2011), we attempted to recover M. tuberculosis proteins in mummified lung tissues from which aDNA success had already been reported. Using a filter-aided sample preparation protocol modified for ancient samples we applied shotgun proteomics to seven samples of mummified lung, chest and pleura tissues. However, we only identified four peptides with unique matches to the Mycobacterium tuberculosis complex, none of which were unique to M. tuberculosis, although we did identify a range of human proteins and non-mycobacterial bacterial proteins. In light of these limited results, we question the validity of the peptide mass fingerprint (PMF) approach presented by Boros-Major et al. (2011), especially due to its similarity to that of human collagen, the dominant protein in the tissue under investigation. We explore the challenges of using proteomic approaches to detect M. tuberculosis, and propose that, given the contentious outcomes that have plagued ancient protein research in the past, the susceptibility of ancient material to modern contamination, and the degradation inherent in archaeological materials, caution is needed in the acquisition, analysis and reporting of proteomic data from such material.",2015-08-05,2016-02-19,10.6019/PXD002673,EBI terms of use,United Kingdom,Human; Tuberculosis; Mummified tissue; Lc-ms/ms,Biomedical,274,"{'title': 'Dr', 'firstName': 'Jessica', 'lastName': 'Hendy', 'identifier': '10490130', 'affiliation': 'University of York', 'email': 'jessica.hendy@york.ac.uk', 'country': 'United Kingdom', 'orcid': '0000-0002-3718-1058', 'name': 'Jessica Hendy', 'id': '10490130'}","{'title': 'Dr', 'firstName': 'Matthew', 'lastName': 'Collins', 'identifier': '27720100', 'affiliation': 'BioArCh, University of York, UK', 'email': 'matthew.collins@york.ac.uk', 'country': '', 'orcid': '', 'name': 'Matthew Collins', 'id': '27720100'}","{'pubmedID': 0, 'doi': '10.1016/j.jas.2016.01.003'}","{'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:28', 'name': 'Gln->pyro-Glu'}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:7', 'name': 'Deamidated'}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:4', 'name': 'Carbamidomethyl'}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:35', 'name': 'Oxidation'}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:1', 'name': 'Acetyl'}","{'@type': 'CvParam', 'cvLabel': 'NEWT', 'accession': '9606', 'name': 'Homo sapiens (human)'}"
PXD000008,Carbon source-induced reprogramming of the cell wall proteome  and secretome modulates the adherence and drug resistance  of the fungal pathogen Candida albicans,"2.3  Cell wall and secretome preparation.  C. albicans RM1000 cells grown to mid-exponential phase were harvested by centrifugation.  The resulting supernatant was sterile-filtered and then concentrated on 10-kDcut-off filters (Amicon Ultra-15 Centrifugal filter units, Millipore) as described previously [31].  To analyse the wall proteome, cell walls were isolated by hot SDS-extraction.  The cell pellet obtained was used to prepare cell walls as described previously [36].  Briefly, the finely ground cell pellet was washed several times with PBS, and then subjected to breakage in a FastPrep bead beater (Savant Instruments Inc., Farmingdale, NY, USA) with glass beads (0.25-0.50 mm, 12-16 runs for 45 sec at speed 6) in the presence of a protease inhibitor cocktail.  Full breakage was controlled by light-microscopic inspection.  The pellet was washed several times with 1 M NaCl and stored overnight at 4°C.  The following day, the pellet was washed several times with MilliQ-water and then boiled four times for 10 min in SDS extraction buffer (150 mM NaCl, 2% (w/v) SDS, 100 mM Na-EDTA, 100 mM β-mercaptoethanol, 50 mM Tris-HCl, pH 7.8), washed with MilliQ-water and lyophilized overnight.  The resulting purified wall pellets were either stored at -80°C or directly reduced and S-alkylated [37].  2.4  Mass spectrometric analyses of cell wall proteomes and secretomes.  Lyophilized cell walls were reduced with 10 mM dithiothreitol in 100 mM NH4HCO3 (1 h at 55C).  After cooling to room temperature and centrifugation, the supernatant was discarded.  The reduced proteins were alkylated with 65 mM iodoacetamide in 100 mM NH4HCO3 for 45 min at room temperature in the dark.  The samples were quenched with 55 mM dithiothreitol in 100 mM NH4HCO3 for 5 min.  Subsequently, the samples were washed six times with 50 mM NH4HCO3 and either frozen in liquid nitrogen and stored at -80C or digested using 2 µg Trypsin Gold (Promega, Madison,WI) from a 1 µg/µl stock solution for 18 h at 37°C.  The concentrated secretome samples were treated similarly, with reduction and alkylation on 10-kD cut-off spin filters (Amicon, Billerica, MA) [32]. The resulting tryptic digests were desalted using a C18 tip column (Varian, Palo Alto, CA) according to the manufacturer’s instructions. After evaporation of acetonitrile with a Speedvac (Genevac, Ipswich, England) the peptide concentration was determined at 205 nm using a NanoDrop ND-1000 (Isogen Life science, IJsselstein, The Netherlands) [38].  Each sample was diluted with 0.1% trifluoroacetic acid to a final concentration of 25 ng/µl, and 10 µl per run were injected onto an Ultimate 2000 nano-HPLC system (LC Packings, Amsterdam, The Netherlands) equipped with a PepMap100 C18 reversed phase column (75 µm inner diameter, 25 cm length; Dionex, Sunnyvale, CA).  An elution flow rate of 0.3 µl/min was used along a linear gradient with increasing acetonitrile concentration over 45 min.  The eluting peptides were directly ionized by electrospray in a Q-TOF (Micromass, Whyttenshawe, UK).  Survey scans were acquired from m/z 350-1200. For low energy collision-induced dissociation (MS/MS), the most intense ions were selected in a data-dependent mode.  2.5  Data processing and analysis.  After processing with the MaxEnt3 algorithm (MasslynxProteinlynx), the spectra were converted into pkl (peak list) files (available on PRIDE: www.ebi.ac.uk/pride: accession numbers 22716-22721) .  Proteins were identified using MASCOT server 2.3.02 (Matrix Science, UK) and a database (6210 entries) consisting of a complete ORF translation of C. albicans and a list of regularly encountered contaminants. Enzyme was set to trypsin and allowing two miscleavages were allowed. Carbamidomethyl (C) was used as a fixed modification and Oxidation (M) as a variable modification. Mass tolerance and MS/MS tolerance were set to  and a tolerance of 0.3 Da0.5 Da. Detected masses were charge deconvoluted to +1.  Based on probabilistic MASCOT scoring a P value of < 0.05 was considered significant for peptide identification.  At least three independently obtained biological samples were analysed for each condition and each was subjected to two MS/MS runs.",2012-07-25,2013-02-20,10.6019/PXD000008,EBI terms of use,Netherlands,Candida albicans; Fungi; Wall proteins; Cell wall; Secretome,,2751,"{'title': 'Mr', 'firstName': 'Clemens J.', 'lastName': 'Heilmann', 'identifier': '680112', 'affiliation': 'Swammerdam Institute for Life Sciences', 'email': 'c.j.heilmann@uva.nl', 'country': 'Netherlands', 'orcid': '', 'name': 'Clemens J. Heilmann', 'id': '680112'}","{'title': 'Dr', 'firstName': 'Clemens J.', 'lastName': 'Heilmann', 'identifier': '3017622', 'affiliation': 'Swammerdam Institute for Life Sciences', 'email': 'c.j.heilmann@uva.nl', 'country': '', 'orcid': '', 'name': 'Clemens J. Heilmann', 'id': '3017622'}","{'referenceLine': 'Ene IV, Heilmann CJ, Sorgo AG, Walker LA, de Koster CG, Munro CA, Klis FM, Brown AJ; Carbon source-induced reprogramming of the cell wall proteome and secretome modulates the adherence and drug resistance of the fungal pathogen Candida albicans., Proteomics, 2012 Nov, 12, 21, 3164-79, ', 'pubmedID': 22997008, 'doi': '10.1002/pmic.201200228'}","{'@type': 'CvParam', 'cvLabel': 'MOD', 'accession': 'MOD:00425', 'name': 'monohydroxylated residue', 'value': '15.994915'}; {'@type': 'CvParam', 'cvLabel': 'MOD', 'accession': 'MOD:01214', 'name': 'iodoacetamide - site C', 'value': '57.021464'}","{'@type': 'CvParam', 'cvLabel': 'NEWT', 'accession': '237561', 'name': 'Candida albicans sc5314'}"
PXD013329,Proteome changes during oocyte to zygote transition in rainbow trout Oncorhynchus mykiss,The aim of present study is to identify and quantify proteins involved in the events of fertilization and early embryo development using a label-free protein quantification method in rainbow trout (Oncorhynchus mykiss) as an economically important fish species in aquaculture.,2019-04-01,2020-01-16,10.6019/PXD013329,Creative Commons Public Domain (CC0),Czech Republic,Proteomics; Trout; Egg; Fertilization,,25,"{'title': 'Dr', 'firstName': 'Hamid', 'lastName': 'Niksirat', 'identifier': '19200108', 'affiliation': 'University of South Bohemia in České Budějovice', 'email': 'niksirat@frov.jcu.cz', 'country': 'Czech Republic', 'orcid': '0000-0003-3782-4954', 'name': 'Hamid Niksirat', 'id': '19200108'}","{'title': 'Dr', 'firstName': 'Prof. Peter', 'lastName': 'James', 'identifier': '139540100', 'affiliation': 'Department of Immunotechnology, Hus 406, Medicon Village, Lund University, 223 81, Lund, Sweden', 'email': 'peter.james@immun.lth.se', 'country': '', 'orcid': '', 'name': 'Prof. Peter James', 'id': '139540100'}",,"{'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:4', 'name': 'Carbamidomethyl'}; {'@type': 'CvParam', 'cvLabel': 'UNIMOD', 'accession': 'UNIMOD:35', 'name': 'Oxidation'}","{'@type': 'CvParam', 'cvLabel': 'NEWT', 'accession': '8022', 'name': 'Oncorhynchus mykiss (rainbow trout) (salmo gairdneri)'}"
PXD000006,Identification of 15d-PGJ2 target proteins,"15-deoxy-delta12,14-prostaglandin J2 (15d-PGJ2) is an endogenous anti-inflammatory lipid derived from PGD2. One potential mechanism for its activity is the covalent modification of cellular proteins, via a reactive alpha,beta-unsaturated carbonyl group in its cyclopentenone ring, which in turn alters protein function. In order to identify the target proteins covalently modified by 15d-PGJ2 in human aortic endothelial cell (EC), EC were treated with biotinylated-15d-PGJ2, the modified proteins extracted by Neutravidin affinity-purification and the proteins were identified by LTQ Orbitrap mass spectrometer.",2012-11-27,2015-04-26,10.6019/PXD000006,EBI terms of use,Ireland,Covalent modification of proteins; 15d-pgj2; Endothelial cell,Biomedical,1740,"{'title': 'Mr', 'firstName': 'Simone', 'lastName': 'Marcone', 'identifier': '410100', 'affiliation': 'University College Dublin', 'email': 'simone.marcone@ucd.ie', 'country': 'Ireland', 'orcid': '', 'name': 'Simone Marcone', 'id': '410100'}","{'title': 'Dr', 'firstName': 'Simone', 'lastName': 'Marcone', 'identifier': '3017679', 'affiliation': 'University College Dublin', 'email': 'simone.marcone@ucd.ie', 'country': '', 'orcid': '', 'name': 'Simone Marcone', 'id': '3017679'}","{'referenceLine': 'Marcone S, Fitzgerald DJ. Proteomic identification of the candidate target proteins of 15-deoxy-delta12,14-prostaglandin J2. Proteomics. 2013 Jul;13(14):2135-9', 'pubmedID': 23606334, 'doi': '10.1002/pmic.201200289'}","{'@type': 'CvParam', 'cvLabel': 'MOD', 'accession': 'MOD:00425', 'name': 'monohydroxylated residue'}; {'@type': 'CvParam', 'cvLabel': 'MOD', 'accession': 'MOD:00397', 'name': 'iodoacetamide derivatized residue'}","{'@type': 'CvParam', 'cvLabel': 'NEWT', 'accession': '9606', 'name': 'Homo sapiens (human)'}"
PXD000013,iQUARI -  Integral quantification accuracy estimation for reporter ion-based quantitative proteomics (iQuARI),Study on the MS1 interference problem for reporter ion quantification using orthogonal proteomes: human and pyrococcus furiosus.,2012-08-06,2012-08-13,10.6019/PXD000013,EBI terms of use,Germany,Human; Pyrococcus furiosus; Itraq,,1266,"{'title': 'Mr', 'firstName': 'Marc', 'lastName': 'Vaudel', 'identifier': '480151', 'affiliation': 'Bioanalytik', 'email': 'marc.vaudel@isas.de', 'country': 'Germany', 'orcid': '', 'name': 'Marc Vaudel', 'id': '480151'}","{'title': 'Dr', 'firstName': 'Marc', 'lastName': 'Vaudel', 'identifier': '3017626', 'affiliation': 'Bioanalytik', 'email': 'marc.vaudel@isas.de', 'country': '', 'orcid': '', 'name': 'Marc Vaudel', 'id': '3017626'}","{'referenceLine': 'Vaudel M, Burkhart JM, Radau S, Zahedi RP, Martens L, Sickmann A; Integral quantification accuracy estimation for reporter ion-based quantitative proteomics (iQuARI)., J Proteome Res, 2012 Oct 5, 11, 10, 5072-80, ', 'pubmedID': 22874012, 'doi': '10.1021/pr300247u'}","{'@type': 'CvParam', 'cvLabel': 'MOD', 'accession': 'MOD:01090', 'name': 'iodoacetamide derivatized amino-terminal residue', 'value': '57.021464'}; {'@type': 'CvParam', 'cvLabel': 'MOD', 'accession': 'MOD:01486', 'name': 'iTRAQ4plex-114 reporter+balance reagent acylated N-terminal', 'value': '144.105918'}; {'@type': 'CvParam', 'cvLabel': 'MOD', 'accession': 'MOD:01488', 'name': ""iTRAQ4plex-114 reporter+balance reagent O4'-acylated tyrosine"", 'value': '144.105918'}; {'@type': 'CvParam', 'cvLabel': 'MOD', 'accession': 'MOD:01487', 'name': 'iTRAQ4plex-114 reporter+balance reagent N6-acylated lysine', 'value': '144.105918'}; {'@type': 'CvParam', 'cvLabel': 'MOD', 'accession': 'MOD:01047', 'name': 'monohydroxylated lysine', 'value': '15.994915'}","{'@type': 'CvParam', 'cvLabel': 'NEWT', 'accession': '2261', 'name': 'Pyrococcus furiosus'}; {'@type': 'CvParam', 'cvLabel': 'NEWT', 'accession': '9606', 'name': 'Homo sapiens (human)'}"
